Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_2_5km,WorldPop_3km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj,WorldPop_2_5km_unproj,WorldPop_3km_unproj
006f100000d7603AAA,1013232,Rwanda,Rwanda - Kwa mudahindwa - 1013232,Rejected,Technical,11/11/18,Northern Province,Burera,Nemba,Rubona,Kwa mudahindwa,Ruhurura,,,Project Assessment - 2018.9.2,-1.59537,29.89217,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7131.0,42605.0,Nyantwere,410.0,Cyabami,956.0,Ngongwe,343.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (488002.23392467626 4823609.986275131),1181.69,3263.87,7343.88,11181.36,15079.09,1183.79,3272.11,7443.96,11299.73,15251.5
006f100000d7608AAA,1013233,Rwanda,Rwanda - Cyabami (Kwa Anamariya) - 1013233,Complete,In Service,9/8/22,Northern Province,Burera,Nemba,Kadehero,Cyabami (Kwa Anamariya),Ruhurura,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.2,-1.60834,29.8911,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8188.0,44688.0,Cyabami,956.0,Rugaragara,560.0,Butunda,380.0,Kadehero,658.0,,0.0,,,9/2/18,,,,,,,,,POINT (487883.2558158966 4822175.961207659),3033.33,5070.22,7327.61,10884.46,15812.23,3070.98,5106.93,7381.9,11012.2,15999.63
006f100000d760DAAQ,1013234,Rwanda,Rwanda - Cyabami (kwa jerome) - 1013234,Rejected,Technical,11/10/18,Northern Province,Burera,Nemba,Rubona,Cyabami (kwa jerome),Ruhurura,,,Project Assessment - 2018.9.2,-1.60203,29.89157,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7750.0,43856.0,Cyabami,956.0,Kadehoro,658.0,Butunda,380.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (487935.5133827122 4822873.624652284),2047.0,4742.24,7191.45,10718.09,14958.58,2057.53,4765.19,7229.95,10833.09,15117.3
006f100000d760IAAQ,1013235,Rwanda,Rwanda - Kwa Sibomana - 1013235,Rejected,Technical,11/16/18,Northern Province,Burera,Nemba,Kivumu (Songorero),Kwa Sibomana,Mugobore,,,Project Assessment - 2018.9.2,-1.59993,29.85702,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6592.0,43042.0,Songorero,970.0,Gasanzwe,432.0,Buhira,617.0,Buturuba,830.0,Cyave,910.0,,,9/2/18,,,,,,,,,POINT (484091.27717004693 4823105.574164816),1714.6,2977.6,5082.32,8115.47,12656.23,1734.3,3050.78,5096.03,8192.58,12805.91
006f100000d760NAAQ,1013236,Rwanda,Rwanda - Rugarama - 1013236,Rejected,Technical,11/11/18,Northern Province,Burera,Nemba,Kivumu (Songorero),Rugarama,Mugobore,,,Project Assessment - 2018.9.2,-1.59631,29.85719,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6370.0,42866.0,Songorero,970.0,Gasanzwe,432.0,Buhira,617.0,Mugano,1035.0,,0.0,,,9/2/18,,,,,,,,,POINT (484110.16450042283 4823505.818708187),1717.76,2984.08,4945.42,8174.42,12605.29,1751.47,3034.46,4966.82,8265.4,12815.0
006f100000d760SAAQ,1013237,Rwanda,Rwanda - Kwa mvunabandi - 1013237,Rejected,Technical,11/13/18,Northern Province,Burera,Nemba,Kivumu,Kwa mvunabandi,Mugobore,,,Project Assessment - 2018.9.2,-1.61204,29.86299,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7067.0,43650.0,Mugano,1035.0,Rubuga,586.0,Buturuba,830.0,Songorero,970.0,Gashushura-Kigeyo-Nyamusanze,2000.0,,,9/2/18,,,,,,,,,POINT (484755.6224717792 4821766.684497313),1382.06,2968.02,5303.98,9355.08,14176.84,1465.02,2999.98,5398.9,9569.53,14437.0
006f100000d760XAAQ,1013238,Rwanda,Rwanda - Kwa Rwanziye - 1013238,Rejected,Technical,11/16/18,Northern Province,Burera,Nemba,Kivumu,Kwa Rwanziye,Mugobore,,,Project Assessment - 2018.9.2,-1.60708,29.85897,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6941.0,43283.0,Mugano,1035.0,Buturuba,830.0,Rubuga,586.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (484308.29953867994 4822315.053544366),1567.02,3012.06,5188.15,8535.16,13861.3,1615.37,3081.11,5309.4,8671.49,13991.56
006f100000d760cAAA,1013239,Rwanda,Rwanda - Kigeyo ya 2 - 1013239,Rejected,Technical,11/11/18,Northern Province,Burera,Nemba,Kivumu (Kigeyo),Kigeyo ya 2,Muhondo,,,Project Assessment - 2018.9.2,-1.5999,29.88097,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7814.0,42167.0,Kigeyo,776.0,Muhondo,1200.0,Songorero,976.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (486756.0868683867 4823109.061214052),2280.66,4923.36,7524.74,10095.16,14035.54,2310.67,4987.19,7560.62,10224.36,14253.63
006f100000d760hAAA,1013240,Rwanda,Rwanda - Kabubandi (Kwa mutayumba) - 1013240,Rejected,Technical,11/15/18,Northern Province,Burera,Nemba,Kivumu,Kabubandi (Kwa mutayumba),Mugobore,,,Project Assessment - 2018.9.2,-1.6032,29.85826,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6807.0,43139.0,Mugano,1035.0,Songorero,970.0,Buturuba,830.0,Buhira,617.0,Gasanzwe,432.0,,,9/2/18,,,,,,,,,POINT (484229.2715126152 4822744.038064042),1700.47,2979.98,5216.52,8316.07,13240.38,1699.5,3039.01,5307.72,8397.39,13394.93
006f100000d760mAAA,1013241,Rwanda,Rwanda - Nyamusanze - 1013241,Rejected,Technical,11/12/18,Northern Province,Burera,Nemba,Kigali ( Nyamusanze),Nyamusanze,Muhondo,,,Project Assessment - 2018.9.2,-1.758679,29.8733,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5841.0,38082.0,Nyamusanze,813.0,Kigeyo,776.0,Muhondo,1200.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (485903.81801071507 4805553.698228785),1206.57,2703.04,4766.01,7361.15,10544.04,1232.07,2732.51,4836.68,7442.98,10732.71
006f100000d760rAAA,1013242,Rwanda,Rwanda - Kwa nshoboye - 1013242,Rejected,Technical,11/12/18,Northern Province,Burera,Nemba,Kivumu (Kigeyo),Kwa nshoboye,Muhondo,,,Project Assessment - 2018.9.2,-1.59526,29.87748,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7412.0,41693.0,Kigeyo,776.0,Muhondo,1200.0,Songorero,976.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (486367.73966925335 4823622.056876834),1732.79,3910.07,6981.11,10256.68,14744.03,1783.26,3850.79,7043.68,10280.18,14880.37
006f100000d760wAAA,1013243,Rwanda,Rwanda - Kwa Rucagu - 1013243,Rejected,Technical,11/30/18,Northern Province,Burera,Nemba,Ruhondo,Kwa Rucagu,Kibumbiro,,,Project Pre-Assessment - 2018.9.2,-1.59855,29.89346,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7369.0,43420.0,Nyantwere,410.0,Bukenyeye,545.0,,0.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (488145.7848931978 4823258.399363218),1565.91,3648.74,7245.55,10927.49,15523.42,1547.06,3586.32,7346.17,11057.72,15668.92
006f100000d7611AAA,1013244,Rwanda,Rwanda - Mubarame - 1013244,Rejected,Technical,11/30/18,Northern Province,Burera,Nemba,Kivumu(Songorero),Mubarame,Mubarame,,,Project Pre-Assessment - 2018.9.2,-1.58391,29.85683,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5845.0,42007.0,Songorero,970.0,,0.0,,0.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (484070.0137488989 4824876.81473465),1059.14,2816.09,5274.99,8661.59,12466.93,1085.22,2807.28,5315.77,8781.46,12616.1
006f100000d7616AAA,1013245,Rwanda,Rwanda - Kigeyo ya 1 (Butambi) - 1013245,Rejected,Technical,12/31/18,Northern Province,Burera,Nemba,Kivumu (Kigeyo),Kigeyo ya 1 (Butambi),Muhondo,,,Project Pre-Assessment - 2018.9.2,-1.60154,29.88182,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7962.0,42558.0,Kigeyo,776.0,Muhondo,1200.0,,0.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (486850.67298823886 4822927.741193442),2652.76,5139.59,7421.74,10165.96,14141.84,2636.64,5214.89,7499.75,10297.92,14413.81
006f100000d761BAAQ,1013246,Rwanda,Rwanda - Kidomo - 1013246,Rejected,Technical,12/12/18,Northern Province,Burera,Nemba,Rushara (Cyave),Kidomo,Nyamusanze,,,Project Assessment - 2018.9.2,-1.56507,29.83916,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6126.0,44431.0,Cyave,910.0,Kidomo,480.0,Nyabitare,557.0,Rwata,865.0,,0.0,,,9/2/18,,,,,,,,,POINT (482103.77387718734 4826959.705636075),1345.05,3371.2,5900.88,8827.27,12679.0,1355.74,3426.41,6050.11,8968.68,12897.96
006f100000d761BAAQ,1013246,Rwanda,Rwanda - Kidomo - 1013246,Rejected,Technical,12/12/18,Northern Province,Burera,Nemba,Rushara (Cyave),Kidomo,Nyamusanze,,,Project Assessment - 2018.12.12,-1.56507,29.83916,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6126.0,44431.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/12/18,,,,,,,,,POINT (482103.77387718734 4826959.705636075),1345.05,3371.2,5900.88,8827.27,12679.0,1355.74,3426.41,6050.11,8968.68,12897.96
006f100000d7EPzAAM,1013316,Rwanda,Rwanda - Zihare - 1013316,Rejected,Technical,11/10/18,Northern Province,Burera,Gatebe -Bungwe,Gabiro - Zihare,Zihare,Ruhurura,,,Project Assessment - 2018.9.9,-1.50342,29.95362,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8801.0,45886.0,Zihare,299.0,Buzaniro,348.0,Kajerijeri,623.0,Tumba,799.0,"Mutungo, Gitaba, Nyakabingo,Kagano",2800.0,,,9/9/18,,,,,,,,,POINT (494839.2829886615 4833776.608379433),962.04,2848.33,6410.22,12063.8,17027.45,1088.63,2940.38,6709.43,12479.25,17367.94
006f100000d7EQ9AAM,1013317,Rwanda,Rwanda - Buzaniro - 1013317,Rejected,Technical,11/13/18,Northern Province,Burera,Bungwe,Mudugali,Buzaniro,Ruhurura,,,Project Assessment - 2018.9.9,-1.50145,29.95181,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8751.0,44440.0,Zihare,299.0,Kivumu,305.0,Buzaniro,348.0,Buzaniro,482.0,,0.0,,,9/9/18,,,,,,,,,POINT (494637.87887612643 4833994.415139893),887.25,2810.68,6737.79,11869.51,17254.13,894.27,2902.85,6913.09,12179.95,17687.08
006f100000d7EQEAA2,1013318,Rwanda,Rwanda - Kwa musakiranya - 1013318,Rejected,Technical,9/14/18,Northern Province,Burera,Gatebe,Musenda,Kwa musakiranya,Rukopfu,,,Project Assessment - 2018.9.9,-1.56761,29.99711,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8486.0,49625.0,Bikumba,1400.0,Rurambi,567.0,Nyagafunzo,840.0,Muremure,576.0,Kabuga,0.0,,,9/9/18,,,,,,,,,POINT (499678.43842976895 4826679.558790581),2094.71,4416.68,7562.66,12878.32,19421.98,2134.8,4528.3,7680.82,13200.89,19569.44
006f100000d7EQOAA2,1013319,Rwanda,Rwanda - Kivumo - 1013319,Rejected,Technical,11/15/18,Northern Province,Burera,Bungwe,Mudugali,Kivumo,Ruhoga,,,Project Assessment - 2018.9.9,-1.49022,29.95422,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7916.0,41091.0,Kivumo,305.0,Rubayo,525.0,Sangabuzi,375.0,,0.0,,0.0,,,9/9/18,,,,,,,,,POINT (494906.0147288683 4835236.054738978),1325.4,2899.45,6064.58,10823.06,16351.28,1353.13,3044.89,6018.71,10845.07,16832.68
006f100000d7EQdAAM,1013320,Rwanda,Rwanda - Rusuzuma - 1013320,Rejected,Technical,11/12/18,Northern Province,Burera,Gitovu,Mariba,Rusuzuma,Cyeru,,,Project Assessment - 2018.9.9,-1.49763,29.80603,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6703.0,43084.0,Rusuzuma,452.0,Burabwa,865.0,Bitagara,274.0,Kiboga,418.0,"Runyenyeli, Buhemba and Mariba",1871.0,,,9/9/18,,,,,,,,,POINT (478416.80199872266 4834415.873781975),779.04,1620.34,2833.89,5042.68,8876.77,789.32,1721.86,2899.23,5144.4,9035.2
006f100000d7EQxAAM,1013321,Rwanda,Rwanda - Kwa moja - 1013321,Rejected,Technical,11/5/18,Northern Province,Burera,Gitovu,Runoga ( Kiraro ),Kwa moja,Murindi,,,Project Assessment - 2018.9.9,-1.52521,29.78268,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8970.0,48638.0,Kiraro,638.0,Musekera,828.0,Remya,720.0,Bushima,720.0,Mutungo and Gatenga,1421.0,,,9/9/18,,,,,,,,,POINT (475818.9219259615 4831366.253138641),2549.88,5191.3,8393.27,12704.35,17210.98,2515.46,5246.2,8426.81,12837.24,17424.9
006f100000d7ER7AAM,1013322,Rwanda,Rwanda - Mushubi - 1013322,Rejected,Technical,11/10/18,Northern Province,Burera,Rwerere,Kigali (Mushubi),Mushubi,Nyirabirande,,,Project Assessment - 2018.9.9,-1.52982,29.85156,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7418.0,41969.0,Mushubi,476.0,Gacyamo,890.0,Butare,950.0,Ryaruhirima,982.0,"Murambi, Gatovu, Mucaca, Ntazi, Kirambo",3268.0,,,9/9/18,,,,,,,,,POINT (483483.2184618934 4830857.202480502),990.16,3021.83,5278.27,7546.06,10985.19,1011.83,3051.17,5340.56,7697.54,11127.74
006f100000d7ERlAAM,1013323,Rwanda,Rwanda - Tangata - 1013323,Rejected,Technical,11/11/18,Northern Province,Burera,Rwerere,Rugali,Tangata,Kara,,,Project Assessment - 2018.9.9,-1.51042,29.8463,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7525.0,44303.0,Tangata,700.0,Butare,950.0,Gacyamo,890.0,Kirambo,975.0,Mushubi,476.0,,,9/9/18,,,,,,,,,POINT (482897.78909672593 4833002.110634955),1562.04,3631.21,6018.26,9786.92,13867.25,1582.58,3653.4,6096.0,9928.36,13945.96
006f100000d7ERvAAM,1013324,Rwanda,Rwanda - Burindwa - 1013324,Rejected,Technical,11/13/18,Northern Province,Burera,Rwerere,Rugali,Burindwa,Kamirabageni,,,Project Assessment - 2018.9.9,-1.50887,29.84577,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7578.0,44536.0,Burindwa,698.0,Gacundura,1018.0,Moma,752.0,Butare,950.0,Kirambo,975.0,,,9/9/18,,,,,,,,,POINT (482838.80365937157 4833173.481264906),1574.62,3834.78,6398.56,10169.66,13985.58,1610.08,3825.13,6566.43,10255.45,14191.94
006f100000d7ESAAA2,1013325,Rwanda,Rwanda - Ruheka - 1013325,Rejected,Technical,11/12/18,Northern Province,Burera,Ruhunde,Gitovu ( kaverano),Ruheka,Nyamagana,,,Project Assessment - 2018.9.9,-1.59185,29.923,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7507.0,47159.0,Kaberano,762.0,Kivumu,616.0,Genda,813.0,Nyabisasa,436.0,,0.0,,,9/9/18,,,,,,,,,POINT (491432.5392971008 4823999.326221053),1986.25,3991.92,6580.65,10098.18,15014.95,2013.95,4053.97,6669.17,10231.46,15308.28
006f100000d7ESPAA2,1013326,Rwanda,Rwanda - Kwa kabandwa - 1013326,Rejected,Technical,11/5/18,Northern Province,Burera,Gatebe,Musenda,Kwa kabandwa,Nyiragashiru,,,Project Assessment - 2018.9.9,-1.55462,29.98703,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8716.0,49705.0,Kabuga,524.0,Bikumba,1400.0,Murambo,528.0,Gacyamo,342.0,Rwamazi,628.0,,,9/9/18,,,,,,,,,POINT (498556.8584092097 4828115.781491832),1805.81,4028.46,7112.07,11129.79,15492.19,1842.3,4087.39,7208.04,11503.5,16047.49
006f100000d7ESZAA2,1013327,Rwanda,Rwanda - Kwa Bizimana - 1013327,Rejected,Technical,11/5/18,Northern Province,Burera,Gatebe,Musama ( Bikumba-Muramba),Kwa Bizimana,Rukopfo,,,Project Assessment - 2018.9.9,-1.55547,29.98941,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8809.0,50028.0,Bikumba,1400.0,Kabuga,524.0,Murambo,528.0,Rwamazi,628.0,Gacyamo,342.0,,,9/9/18,,,,,,,,,POINT (498821.675922212 4828021.803536737),1911.37,3874.78,7352.35,11651.61,16296.69,1965.62,3990.41,7439.4,12000.62,16823.62
006f100000d7ESjAAM,1013328,Rwanda,Rwanda - Kwa rangira - 1013328,Rejected,Vehicular Bridge Required,11/30/18,Northern Province,Burera,Ruhunde,Gitovu( Kaberano),Kwa rangira,Mumujebe,,,Project Pre-Assessment - 2018.9.9,-1.59045,29.93291,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8243.0,47210.0,Kaberano,762.0,,0.0,,0.0,,0.0,,0.0,,,9/9/18,,,,,,,,,POINT (492535.17812730005 4824154.1545478115),1760.66,4206.12,7159.82,10904.84,15714.17,1769.19,4269.22,7322.4,11117.33,15935.42
006f100000d7ESoAAM,1013329,Rwanda,Rwanda - Rugarama - 1013329,Rejected,Vehicular Bridge Required,11/30/18,Northern Province,Burera,Gatebe,Rwasa,Rugarama,For rain,,,Project Pre-Assessment - 2018.9.9,-1.50973,29.92132,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5700.0,32026.0,Rugarama,564.0,Rutovu,827.0,,0.0,,0.0,,0.0,,,9/9/18,,,,,,,,,POINT (491245.2753358339 4833078.846057842),1637.53,2432.41,4556.25,7885.52,10933.9,1727.01,2466.96,4788.58,8130.32,11134.69
006f100000d7EStAAM,1013330,Rwanda,Rwanda - Mu rubuye - 1013330,Rejected,Vehicular Bridge Required,11/30/18,Northern Province,Burera,Gitovu,Runoga (Gitwe),Mu rubuye,Gitwe,,,Project Pre-Assessment - 2018.9.9,-1.5145,29.79785,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7593.0,46163.0,Gitwe,526.0,,0.0,,0.0,,0.0,,0.0,,,9/9/18,,,,,,,,,POINT (477506.776059439 4832550.565445409),1196.8,2478.52,5267.51,8616.29,12844.7,1273.78,2495.4,5069.53,8714.31,13016.24
006f100000d7Q8jAAE,1013484,Rwanda,Rwanda - Resume (kwa Frederick) - 1013484,Rejected,Technical,11/10/18,Northern Province,Burera,Kinyababa,Bugamba,Resume (kwa Frederick),Kabwa,,,Project Assessment - 2018.9.16,-1.37445,29.80846,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8195.0,42731.0,Gatare,700.0,Gitoma,0.0,Kabingo,764.0,Kirwa,428.0,,0.0,,,9/16/18,,,,,,,,,POINT (478686.0500543186 4848035.237261093),2780.86,4382.07,7028.26,9979.01,13432.7,2859.35,4432.08,7139.83,10182.56,13731.02
006f100000d7Q98AAE,1013487,Rwanda,Rwanda - Karunga - 1013487,Rejected,Technical,11/10/18,Northern Province,Burera,Kinyababa,Bugamba,Karunga,Mahongora,,,Project Assessment - 2018.9.16,-1.38143,29.81682,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8698.0,45773.0,Kabingo,764.0,Kirwa,428.0,Ndabizi,522.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (479616.3863315357 4847263.570517376),1917.67,4149.11,6763.31,9771.74,13625.72,1731.34,4135.82,6772.32,9861.83,13871.85
006f100000d7Q9DAAU,1013488,Rwanda,Rwanda - Ku mashuri ya GSNDM Carmel Gahunga - 1013488,Rejected,Technical,11/5/18,Northern Province,Burera,Gahunga,Kidakama,Ku mashuri ya GSNDM Carmel Gahunga,Nyabyungo,,,Project Assessment - 2018.9.16,-1.45014,29.67945,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,14835.0,67854.0,Mubuga,1017.0,Rusenyi,733.0,Bahenga,649.0,Kabindi,720.0,,0.0,,,9/16/18,,,,,,,,,POINT (464331.26935832994 4839664.98567004),6631.69,12304.29,21157.11,30046.04,40018.51,7093.38,13006.59,22101.71,30742.08,40704.99
006f100000d7Q9IAAU,1013489,Rwanda,Rwanda - Nyagatoki - 1013489,Rejected,Technical,11/14/18,Northern Province,Burera,Kinoni,Nkenke,Nyagatoki,Rususa,,,Project Assessment - 2018.9.16,-1.43466,29.6722,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10607.0,58313.0,Nyagatoki,500.0,Buhoro,402.0,,0.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (463524.28100972465 4841376.427830288),5092.91,11086.0,18099.06,27571.31,36466.77,5199.37,11217.11,18026.86,28215.39,37148.03
006f100000d7Q9NAAU,1013490,Rwanda,Rwanda - Kwa Twagira - 1013490,Rejected,Vehicular Bridge Required,10/31/18,Northern Province,Burera,Kinoni,Ntaruka,Kwa Twagira,Shenyi,,,Project Assessment - 2018.9.16,-1.46467,29.74894,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7395.0,33283.0,Shenyi,353.0,Kigina,773.0,Nyarubuye,393.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (472063.9027734865 4838059.452298512),1492.3,2884.96,3912.0,5502.74,6725.34,1513.27,2933.74,3960.99,5577.69,6846.57
006f100000d7Q9SAAU,1013491,Rwanda,Rwanda - Gasagara - 1013491,Prospecting,,12/31/25,Northern Province,Burera,Gahunga,Nyangwe-Gisizi,Gasagara,Nyabyungo,Rwanda Full Scale Research - Randomized but Not Baselined,,Project Assessment - 2018.9.16,-1.43466,29.6722,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10607.0,58313.0,Gasagara,227.0,Nyagasozi,182.0,Gikoro,720.0,Kabagabo,503.0,Gisizi,720.0,,,9/16/18,,,,,,,,,POINT (463524.28100972465 4841376.427830288),5092.91,11086.0,18099.06,27571.31,36466.77,5199.37,11217.11,18026.86,28215.39,37148.03
006f100000d7Q9XAAU,1013492,Rwanda,Rwanda - Ku mashuri ya karangara - 1013492,Rejected,Technical,11/5/18,Northern Province,Burera,Rugarama,Karangara,Ku mashuri ya karangara,Umwuzi (rain water) from volcanic,,,Project Assessment - 2018.9.16,-1.42212,29.70465,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,15586.0,68747.0,Busura,819.0,Nyabihu,1136.0,Gasiza,793.0,Karutwe,507.0,,0.0,,,9/16/18,,,,,,,,,POINT (467134.9881495921 4842763.409392937),4484.13,10762.51,21362.62,28808.35,35540.05,4731.15,10842.36,21740.05,29126.3,35754.44
006f100000d7Q9cAAE,1013493,Rwanda,Rwanda - Mugeshi - 1013493,Rejected,Technical,11/5/18,Northern Province,Burera,Cyanika,Kabyiniro,Mugeshi,Umwuzi (stormwater),,,Project Assessment - 2018.9.16,-1.38299,29.71278,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11233.0,57027.0,Mugeshi,780.0,Gahama,720.0,Mugarama,898.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (468039.12913414877 4847089.942964455),3847.73,8959.29,14322.46,20097.77,26563.45,3815.5,8774.98,14317.3,20524.44,26954.78
006f100000d7Q9hAAE,1013494,Rwanda,Rwanda - Shaga - 1013494,Rejected,Technical,11/5/18,Northern Province,Burera,Kinyababa,Rutovu,Shaga,Bureberaho,,,Project Assessment - 2018.9.16,-1.34705,29.82387,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6651.0,25692.0,Shaga,686.0,Musaga,743.0,Kavumu,838.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (480400.6093886756 4851064.832966342),2047.78,3379.0,5721.51,7745.07,10308.33,2294.56,3637.94,6077.91,8122.01,10723.04
006f100000d7Q9mAAE,1013495,Rwanda,Rwanda - Kwa Cosma - 1013495,Rejected,Technical,11/15/18,Northern Province,Burera,Kinyababa,Rutovu,Kwa Cosma,Gaswa,,,Project Assessment - 2018.9.16,-1.32782,29.83106,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3371.0,15107.0,Nyakizi 1,452.0,Nyabizi 3,715.0,Nyabizi 2,687.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (481200.5541218164 4853191.041220763),925.45,1805.38,3306.9,5754.02,8771.24,971.52,1830.35,3312.25,5855.29,9026.84
006f100000d7Q9rAAE,1013496,Rwanda,Rwanda - Nyabizi ya 1 - 1013496,Complete,In Service,10/27/22,Northern Province,Burera,Kinyababa,Rutovu,Nyabizi ya 1,Kabwa,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.16,-1.33001,29.82555,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4124.0,16289.0,Nyabizi 1,452.0,Nyabizi 2,687.0,Nyabizi 3,715.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (480587.42298012954 4852948.862758594),1048.84,2494.74,4675.39,6578.49,9305.49,1041.09,2562.86,4855.9,6785.67,9627.75
006f100000d7Q9wAAE,1013497,Rwanda,Rwanda - Nyarubuye - 1013497,Rejected,Technical,11/11/18,Northern Province,Burera,Kinoni,Ntaruka,Nyarubuye,Senyi,,,Project Assessment - 2018.9.16,-1.46659,29.74716,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7878.0,33828.0,Nyarubuye,393.0,Shenyi,353.0,Kigina,773.0,,0.0,,0.0,,,9/16/18,,,,,,,,,POINT (471865.8602303286 4837847.145183924),1949.83,3163.05,4055.4,5380.9,7131.76,1982.5,3203.14,4091.51,5466.44,7273.66
