ADM4_EN,ADM4_PCODE,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE
Wattuba,UG10120123,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1
Wera,UG20270110,Amuria,UG202701,Amuria,UG2027,Eastern,UG2
West Division,UG30800204,Kotido Municipality,UG308002,Kotido,UG3080,Northern,UG3
Western Division,UG10200303,Mubende Municipality,UG102003,Mubende,UG1020,Central,UG1
Western Division,UG20300102,Bugiri Municipality,UG203001,Bugiri,UG2030,Eastern,UG2
Western Division,UG20350102,Busia Municipality,UG203501,Busia,UG2035,Eastern,UG2
Western Division,UG20450103,Kapchorwa Municipality,UG204501,Kapchorwa,UG2045,Eastern,UG2
Western Division,UG20620203,Soroti Municipality,UG206202,Soroti,UG2062,Eastern,UG2
Western Division,UG20630202,Tororo Municipality,UG206302,Tororo,UG2063,Eastern,UG2
Western Division,UG30780203,Koboko Municipality,UG307802,Koboko,UG3078,Northern,UG3
Western Division,UG41100203,Fort Portal Municipality,UG411002,Kabarole,UG4110,Western,UG4
Western Division,UG41290203,Ntungamo Municipality,UG412902,Ntungamo,UG4129,Western,UG4
Western Division,UG41330303,Rukungiri Municipality,UG413303,Rukungiri,UG4133,Western,UG4
Weswa,UG20520117,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2
Willa,UG20270111,Amuria,UG202701,Amuria,UG2027,Eastern,UG2
Wobulenzi Town Council,UG10140208,Katikamu,UG101402,Luwero,UG1014,Central,UG1
Wol,UG30660116,Agago,UG306601,Agago,UG3066,Northern,UG3
Yivu,UG30850108,Maracha,UG308501,Maracha,UG3085,Northern,UG3
Yumbe Town Council,UG30990113,Aringa,UG309901,Yumbe,UG3099,Northern,UG3
Zesui,UG20610121,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2
Zeu,UG31000112,Okoro,UG310001,Zombo,UG3100,Northern,UG3
Zirobwe,UG10140105,Bamunanika,UG101401,Luwero,UG1014,Central,UG1
Zombo Town Council,UG31000113,Okoro,UG310001,Zombo,UG3100,Northern,UG3
